edge_id,sample_index,start_node,end_node,x_mm,y_mm,z_mm,ray_residual_mm,view_a_y,view_a_x,view_b_y,view_b_x
ostium_to_C0,0,ostium,C0,-24.43987059646229,-45.336688928035315,-13.465873950954716,13.678202250454353,58.0,77.0,77.0,196.0
ostium_to_C0,1,ostium,C0,-24.42579637940816,-45.30825495521407,-13.429435490853567,13.425732602491799,58.0,78.1497897339177,77.87506905708484,195.12493094291517
ostium_to_C0,2,ostium,C0,-24.38477104283563,-45.216944343628015,-13.319649267106492,13.208614926536402,58.21183467321066,79.21183467321066,78.75013811416969,194.2498618858303
ostium_to_C0,3,ostium,C0,-24.320632621715465,-45.05548994523812,-13.190168283095606,13.076447385343515,59.0,80.03515563938,79.88417646088108,194.0
ostium_to_C0,4,ostium,C0,-24.222682262232244,-44.88029741632539,-13.056523512447724,12.807045098792345,59.0,81.18494537329768,81.12171098942349,194.0
ostium_to_C0,5,ostium,C0,-24.09568419477373,-44.664481135582854,-12.90223669496089,12.537517974302451,59.0,82.33473510721538,82.35924551796592,194.0
ostium_to_C0,6,ostium,C0,-23.939671347441347,-44.40810514381087,-12.727445953007333,12.267866219397591,59.0,83.48452484113307,83.59678004650834,194.0
ostium_to_C0,7,ostium,C0,-23.756845525129865,-44.07293655819933,-12.40943100993357,12.00897003764398,59.0,84.63431457505077,84.58994949366117,193.41005050633885
ostium_to_C0,8,ostium,C0,-23.656760689369147,-43.90427970016337,-12.252144893602406,11.746566045710322,59.0,85.78410430896845,85.65763554122009,193.0
ostium_to_C0,9,ostium,C0,-23.5552454098014,-43.76239835593334,-12.180596662702072,11.476473895608631,59.0,86.93389404288615,86.89517006976251,193.0
ostium_to_C0,10,ostium,C0,-23.45380782806696,-43.62066803650265,-12.109372665861002,11.206257853117334,59.0,88.08368377680384,88.13270459830493,193.0
ostium_to_C0,11,ostium,C0,-23.35244822824289,-43.47908924645186,-12.038473468450434,10.935918129100052,59.0,89.23347351072154,89.37023912684735,193.0
ostium_to_C0,12,ostium,C0,-23.274291001913472,-43.38462309740132,-12.000416550926445,10.641364267744017,58.72899196073604,90.27100803926396,90.60777365538978,193.0
ostium_to_C0,13,ostium,C0,-23.237407386354093,-43.330736321317616,-11.892900997015403,10.316824152668662,58.0,91.11883941618383,91.59772314905094,192.40227685094905
ostium_to_C0,14,ostium,C0,-23.13769721472435,-43.16339287278031,-11.738954584216629,10.053360284445086,58.0,92.26862915010153,92.66862915010152,192.0
ostium_to_C0,15,ostium,C0,-23.036677382859224,-43.02248562520049,-11.66939352888022,9.782527086293241,58.0,93.41841888401922,93.90616367864394,192.0
ostium_to_C0,16,ostium,C0,-22.93573694329823,-42.88173242915866,-11.600160196649682,9.511571306820372,58.0,94.56820861793692,95.14369820718636,192.0
ostium_to_C0,17,ostium,C0,-22.834876181005463,-42.741133789665014,-11.531255149609592,9.240493160839057,58.0,95.7179983518546,96.38123273572879,192.0
ostium_to_C0,18,ostium,C0,-22.734095381104257,-42.60069021181796,-11.462678949284054,8.969292863808386,58.0,96.8677880857723,97.61876726427121,192.0
ostium_to_C0,19,ostium,C0,-22.63339482887674,-42.46040220080451,-11.394432156639056,8.697970631833398,58.0,98.01757781968999,98.85630179281362,192.0
ostium_to_C0,20,ostium,C0,-22.532984564387377,-42.315900508256874,-11.31259912205499,8.427690231712015,58.0,99.16736755360769,100.06635229915247,191.93364770084753
ostium_to_C0,21,ostium,C0,-22.43517332816294,-42.11821428159074,-11.061341545186195,8.171408490021207,58.0,100.31715728752539,100.94142135623731,191.0585786437627
ostium_to_C0,22,ostium,C0,-22.334856512831323,-41.97445906890073,-10.981682489800079,7.900676355751339,58.0,101.46694702144308,102.1546918160678,191.0
ostium_to_C0,23,ostium,C0,-22.234438252610317,-41.83472531643605,-10.91465285936144,7.628799406673601,58.0,102.61673675536078,103.39222634461022,191.0
ostium_to_C0,24,ostium,C0,-22.13410168747319,-41.695149750413094,-10.84795569702996,7.356801515923224,58.0,103.76652648927848,104.62976087315263,191.0
ostium_to_C0,25,ostium,C0,-22.033847103877882,-41.555732877011735,-10.781591561109792,7.084682903603225,58.0,104.91631622319616,105.86729540169506,191.0
ostium_to_C0,26,ostium,C0,-21.932079302121373,-41.41850732977322,-10.726308908881862,6.827021352117188,58.046743970552036,106.04674397055203,107.07412595454224,191.07412595454224
ostium_to_C0,27,ostium,C0,-21.817915578826423,-41.276435774152645,-10.78394224899219,6.770749717343105,58.85976808834391,106.85976808834391,107.94919501162708,191.94919501162707
ostium_to_C0,28,ostium,C0,-21.71872107819128,-41.12758101528068,-10.724263746133033,6.526551102769726,59.0,107.95147186257614,109.16568542494923,192.0
ostium_to_C0,29,ostium,C0,-21.514916354497103,-40.87796739491459,-10.63846231650666,6.2540374503038905,59.0,109.10126159649384,110.40321995349166,192.0
ostium_to_C0,30,ostium,C0,-21.339743649708097,-40.66816771707794,-10.571554989988007,5.981403997196286,59.0,110.25105133041154,111.64075448203408,192.0
ostium_to_C0,31,ostium,C0,-21.193167459275745,-40.49811332466513,-10.523398378966146,5.7086509669052665,59.0,111.40084106432923,112.87828901057651,192.0
ostium_to_C0,32,ostium,C0,-21.06393563852682,-40.3989491275639,-10.545589703126446,5.507563873264936,59.0,112.55063079824691,113.78900639111856,192.78900639111856
ostium_to_C0,33,ostium,C0,-20.976179950969787,-40.303333469269056,-10.52646532810258,5.253848783348931,59.0,113.70042053216461,114.93914450528825,193.0
ostium_to_C0,34,ostium,C0,-20.919324521286995,-40.240560007851705,-10.514567363687,4.992206288945485,59.0,114.85021026608231,116.12493094291516,193.12493094291517
ostium_to_C0,35,ostium,C0,-20.892112003901232,-40.213965334164186,-10.515400235204979,4.7988695626225155,59.0,116.0,117.0,194.0
C0_to_C1,0,C0,C1,-20.892112003901232,-40.213965334164186,-10.515400235204979,4.699013343048844,60.0,117.0,118.0,194.0
C0_to_C1,1,C0,C1,-20.862616624259857,-40.158515314416434,-10.48204995396219,4.672327396575225,61.10867223595124,118.0,118.54404812673197,194.0
C0_to_C1,2,C0,C1,-20.80958085642137,-40.03233925078219,-10.412835973785285,4.729994690091537,62.4465789687491,118.44657896874911,119.06229345822148,193.93770654177854
C0_to_C1,3,C0,C1,-20.7281748433324,-39.8247363118575,-10.273786820018065,4.776957305374698,63.74023027022682,119.0,119.44699357792548,193.5530064220745
C0_to_C1,4,C0,C1,-20.59815419330812,-39.53346679857994,-10.056217675347847,4.772738003079127,64.8931579374982,119.8931579374982,119.83169369762949,193.1683063023705
C0_to_C1,5,C0,C1,-20.47203391122835,-39.18263312832889,-9.841130011342683,4.843821290962531,66.26289403127949,120.26289403127949,120.30602707128674,193.0
C0_to_C1,6,C0,C1,-20.289081600890352,-38.759898165361136,-9.584130071716157,4.856710875668705,67.48046054045363,121.0,120.8500751980187,193.0
C0_to_C1,7,C0,C1,-20.156015992574453,-38.28652659892097,-9.362118888307918,4.980798073366765,69.00334633877796,121.0,121.39412332475067,193.0
C0_to_C1,8,C0,C1,-20.08157451353372,-38.04445155596714,-9.257063685382775,5.048784065976275,70.37210231262333,121.37210231262333,121.93817145148263,193.0
C0_to_C1,9,C0,C1,-19.97829439148982,-37.794687746393336,-9.125631631023111,5.078185631257235,71.63490437305353,122.0,122.4822195782146,193.0
C0_to_C1,10,C0,C1,-19.9331263803131,-37.56007309892607,-9.047362690765539,5.185536037418312,73.11157450018588,122.11157450018588,123.02626770494655,193.0
C0_to_C1,11,C0,C1,-19.800390093791073,-37.302287255698076,-8.888951860970451,5.1756228829731725,74.2664624073291,123.0,123.57031583167851,193.0
C0_to_C1,12,C0,C1,-19.767925925639208,-37.06524588077245,-8.80495883958821,5.301250035864135,75.78934820565344,123.0,124.08086753051539,192.91913246948462
C0_to_C1,13,C0,C1,-19.631420238346802,-36.77963998368969,-8.560341687028938,5.291895093506434,76.92788956271626,123.92788956271626,124.4655676502194,192.5344323497806
C0_to_C1,14,C0,C1,-19.557806229589275,-36.5104522432636,-8.373239708908159,5.366895890556727,78.29762565649754,124.29762565649754,124.8502677699234,192.14973223007658
C0_to_C1,15,C0,C1,-19.40426093852125,-36.21984831382804,-8.112756055054007,5.335011612491316,79.37446853146537,125.37446853146537,125.23496788962743,191.76503211037257
C0_to_C1,16,C0,C1,-19.250568833877715,-35.92894756748146,-7.852006490166701,5.303081263088994,80.45131140643319,126.45131140643319,125.61966800933143,191.38033199066857
C0_to_C1,17,C0,C1,-19.0967296925195,-35.63774955719495,-7.590990619663529,5.271104773284605,81.52815428140102,127.52815428140102,126.00436812903544,190.99563187096456
C0_to_C1,18,C0,C1,-19.011218563792895,-35.36448626456786,-7.39251345377815,5.33072784887338,82.85559518373397,128.0,126.38906824873945,190.61093175126055
C0_to_C1,19,C0,C1,-18.868691893843597,-35.07580470111034,-7.141617691512465,5.314184212978332,83.97473325015012,128.9747332501501,126.77376836844347,190.22623163155654
C0_to_C1,20,C0,C1,-18.71446080895938,-34.783745421348044,-6.879851648854952,5.282128240117569,85.05157612511795,130.05157612511795,127.15846848814748,189.84153151185254
C0_to_C1,21,C0,C1,-18.574643704191125,-34.49527853227593,-6.6311814845911385,5.269508576793048,86.18161189158769,131.0,127.54316860785148,189.4568313921485
C0_to_C1,22,C0,C1,-18.485784964651376,-34.22020076365247,-6.429166371421388,5.325203615143834,87.49815509386706,131.49815509386704,127.92786872755549,189.0721312724445
C0_to_C1,23,C0,C1,-18.331160258053195,-33.92727644162889,-6.16664691454514,5.293067900715589,88.57499796883488,132.57499796883488,128.3125688472595,188.6874311527405
C0_to_C1,24,C0,C1,-18.176387050532327,-33.63405177690339,-5.903858457282126,5.26088568861007,89.6518408438027,133.65184084380272,128.69726896696352,188.30273103303648
C0_to_C1,25,C0,C1,-18.101843566753153,-33.362125072499126,-5.714643558521402,5.336139139710735,91.02157693758399,134.02157693758397,129.08196908666753,187.91803091333247
C0_to_C1,26,C0,C1,-17.946823550601387,-33.068331913467546,-5.451367426651217,5.303923423920979,92.09841981255181,135.0984198125518,129.46666920637153,187.53333079362847
C0_to_C1,27,C0,C1,-17.811601539612916,-32.77961137252581,-5.206155231217281,5.298327536883131,93.24785886966824,136.0,129.85136932607554,187.14863067392446
C0_to_C1,28,C0,C1,-17.716512985804478,-32.51816113705409,-5.049022557338276,5.342933699457209,94.54499878130092,136.54499878130093,130.33385261188334,187.0
C0_to_C1,29,C0,C1,-17.631400766742164,-32.26976497187076,-4.933340654037494,5.398699665269093,95.87941690394382,137.0,130.87790073861532,187.0
C0_to_C1,30,C0,C1,-17.48550940735136,-31.983630939092592,-4.6968280538270335,5.37790687220575,96.99157775005003,137.99157775005003,131.29836290400104,186.70163709599896
C0_to_C1,31,C0,C1,-17.337684856265405,-31.69060408883699,-4.43963466230494,5.356000585375721,98.0967613758463,139.0,131.68306302370505,186.31693697629495
C0_to_C1,32,C0,C1,-17.254715332552074,-31.419740895911517,-4.256764311832001,5.4198327249927605,99.43815671879914,139.43815671879915,132.09583155643813,186.0
C0_to_C1,33,C0,C1,-17.15715245210162,-31.167297298222365,-4.129466314548296,5.459360487059277,100.72831941012187,140.0,132.63987968317008,186.0
C0_to_C1,34,C0,C1,-17.022650861775446,-30.904656688254065,-3.9681378421466036,5.449641715398203,101.88473568754824,140.88473568754824,133.18392780990206,186.0
C0_to_C1,35,C0,C1,-16.946919471684517,-30.657875582483683,-3.8609198138671275,5.518483286507903,103.25447178132951,141.25447178132953,133.727975936634,186.0
C0_to_C1,36,C0,C1,-16.79052986084838,-30.375184583512834,-3.637394044284008,5.482754347603029,104.33131465629735,142.33131465629737,134.192350059852,185.807649940148
C0_to_C1,37,C0,C1,-16.68092865131938,-30.091277760499793,-3.4148830997475557,5.512652023762176,105.57722191629993,143.0,134.577050179556,185.422949820444
C0_to_C1,38,C0,C1,-16.558731089500128,-29.803689411136702,-3.18064462164142,5.525878189556141,106.77789362504646,143.77789362504646,134.96175029926002,185.03824970073998
C0_to_C1,39,C0,C1,-16.482810724902528,-29.553461589704156,-3.0647485078139596,5.595459872196717,108.14762971882773,144.14762971882774,135.48995488118877,185.0
C0_to_C1,40,C0,C1,-16.351530175927024,-29.288919131035954,-2.90088593117639,5.591034152682904,109.31745218652675,145.0,136.0240437574815,184.9759562425185
C0_to_C1,41,C0,C1,-16.25012286798396,-29.006420579169358,-2.685582047317979,5.632365981718391,110.59420868757684,145.59420868757684,136.40874387718551,184.59125612281449
C0_to_C1,42,C0,C1,-16.093253915208447,-28.708415514544456,-2.4189778989936883,5.599866029338211,111.67105156254468,146.67105156254468,136.79344399688952,184.20655600311048
C0_to_C1,43,C0,C1,-16.01725491013646,-28.445339267910953,-2.265958562776092,5.672465214497683,113.04078765632595,147.04078765632596,137.25193382574355,184.0
C0_to_C1,44,C0,C1,-15.873319766024814,-28.178290978081932,-2.0954740948249366,5.651212816495445,114.16635469270481,148.0,137.7959819524755,184.0
C0_to_C1,45,C0,C1,-15.78371276401105,-27.90865504638782,-1.9223587172911607,5.70642683794786,115.48736662507505,148.48736662507505,138.240437574815,183.759562425185
C0_to_C1,46,C0,C1,-15.626375994102917,-27.60958378915923,-1.6549126082253167,5.673855304101166,116.56420950004288,149.5642095000429,138.625137694519,183.374862305481
C0_to_C1,47,C0,C1,-15.468879172117001,-27.310917139603376,-1.3893460826545265,5.641063792446159,117.64105237501072,150.6410523750107,139.0139127702983,183.0
C0_to_C1,48,C0,C1,-15.392380446300702,-27.061808322537487,-1.2809649037960469,5.71012993440864,119.010788468792,151.010788468792,139.55796089703028,183.0
C0_to_C1,49,C0,C1,-15.234451725147453,-26.784665409202717,-1.0814383853175116,5.671978522870207,120.08763134375981,152.08763134375982,140.0721312724445,182.9278687275555
C0_to_C1,50,C0,C1,-15.076592634000768,-26.48448760010406,-0.8130931136046797,5.639274330482207,121.16447421872765,153.16447421872763,140.4568313921485,182.5431686078515
C0_to_C1,51,C0,C1,-14.946411403658022,-26.191750667349524,-0.5701964749203228,5.64359868709633,122.3412739067366,154.0,140.8415315118525,182.1584684881475
C0_to_C1,52,C0,C1,-14.841896868589497,-25.922525075164614,-0.4008070157216821,5.678428128486351,123.61105318747676,154.61105318747676,141.31993984158504,182.0
C0_to_C1,53,C0,C1,-14.68345891111151,-25.649702422071215,-0.2164669056108437,5.638857381810357,124.68789606244458,155.6878960624446,141.863987968317,182.0
C0_to_C1,54,C0,C1,-14.525029288109762,-25.35546722873049,0.03160034244390886,5.604324233064417,125.76473893741242,156.7647389374124,142.288525089778,181.711474910222
C0_to_C1,55,C0,C1,-14.366490747837766,-25.053864049821357,0.30112881596488705,5.571438961433046,126.84158181238024,157.84158181238024,142.673225209482,181.326774790518
C0_to_C1,56,C0,C1,-14.207779599916554,-24.756221154271373,0.5581412894195807,5.537483676737635,127.91842468734806,158.91842468734805,143.0819187861398,181.0
C0_to_C1,57,C0,C1,-14.048836385304007,-24.48243410412276,0.7431584412778136,5.497712668042014,128.9952675623159,159.9952675623159,143.62596691287177,181.0
C0_to_C1,58,C0,C1,-13.877251855920331,-24.27566917096304,0.9440350591381446,5.338254343441508,129.36500365609717,161.36500365609717,144.1202187874075,180.8797812125925
C0_to_C1,59,C0,C1,-13.718140542967351,-23.972979297826782,1.2144874056787387,5.305114276431005,130.441846531065,162.441846531065,144.50491890711152,180.49508109288848
C0_to_C1,60,C0,C1,-13.558873747935486,-23.669974344867015,1.4852210199250635,5.271926001432401,131.51868940603282,163.51868940603282,144.88961902681552,180.11038097318448
C0_to_C1,61,C0,C1,-13.388909877262357,-23.451389516512435,1.6860542242095278,5.131179140802368,132.0,164.84220982862212,145.38794585742653,180.0
C0_to_C1,62,C0,C1,-13.227396137017514,-23.188594142919328,1.8700561718448796,5.071833354560847,132.96526837478194,165.96526837478194,145.9319939841585,180.0
C0_to_C1,63,C0,C1,-13.066967885068852,-22.892953652546495,2.1300921106178805,5.030325595548865,134.0,167.0595543005246,146.336612604741,179.663387395259
C0_to_C1,64,C0,C1,-12.88816464732594,-22.705524883222438,2.3846070474228043,4.81100319951331,134.0,168.58244009884893,146.72131272444503,179.27868727555497
C0_to_C1,65,C0,C1,-12.572373355200845,-22.269734996005997,2.7433340088258973,4.724574772532596,134.78158343731232,169.78158343731232,147.14992480198129,179.0
C0_to_C1,66,C0,C1,-12.296678210900666,-21.967939817242282,2.981716167549771,4.535911363041534,135.0,171.2139981331245,147.69397292871326,179.0
C0_to_C1,67,C0,C1,-12.068760380964513,-21.724623482210507,3.1901901350281667,4.312311406794116,135.0,172.73688393144886,148.1683063023705,178.8316936976295
C0_to_C1,68,C0,C1,-11.898573721452287,-21.481710069177815,3.366724592761589,4.2462309785616394,135.89079171865617,173.89079171865617,148.5530064220745,178.4469935779255
C0_to_C1,69,C0,C1,-11.771210997277986,-21.344404385086083,3.462643041378744,4.04494141693356,136.0,175.36844196572443,148.93770654177854,178.06229345822146
C0_to_C1,70,C0,C1,-11.695830614614442,-21.25950007843032,3.476212913880086,3.927994827910593,136.63026390621872,176.63026390621872,149.45595187326802,178.0
C0_to_C1,71,C0,C1,-11.668527773135784,-21.24098209620295,3.4345561209977546,3.7648004243684845,137.0,178.0,150.0,178.0
C1_to_C3,0,C1,C3,-11.668527773135784,-21.24098209620295,3.4345561209977546,3.278794367197923,137.0,179.0,154.0,182.0
C1_to_C3,1,C1,C3,-11.651399901014424,-21.269218058878565,3.343284288986577,2.8810742791870134,135.67943921562426,180.32056078437574,154.95331824078377,182.95331824078377
C1_to_C3,2,C1,C3,-11.594983132582666,-21.27976024790271,3.2590591192527802,2.4734787974941614,135.0,181.90668281765824,156.199529700381,183.199529700381
C1_to_C3,3,C1,C3,-11.464896551564816,-21.24201648897982,3.1814615992345927,2.178670619721878,135.0,183.77423778886043,157.21615963137603,184.0
C1_to_C3,4,C1,C3,-11.280046837110572,-21.143458507057108,3.1472513459624354,1.8456286009525356,135.0,185.64179276006266,158.399059400762,184.399059400762
C1_to_C3,5,C1,C3,-11.028310624052033,-21.00671982428559,3.07885216767787,1.627274520452478,135.36016323475937,187.36016323475937,159.3523776415458,185.3523776415458
C1_to_C3,6,C1,C3,-10.727198533320971,-20.772551815695476,3.0581867728317667,1.4280176616859526,136.0,188.96268914009397,160.43231926275206,186.0
C1_to_C3,7,C1,C3,-10.360861494463874,-20.53721618999606,3.057336738217572,1.1090820789613829,136.0,190.83024411129617,161.55190734192678,186.55190734192678
C1_to_C3,8,C1,C3,-10.154848826785294,-20.369860334398624,3.1353732976065203,0.7800941775869399,136.0,192.6977990824984,162.7144968711271,187.0
C1_to_C3,9,C1,C3,-9.955578278969067,-20.122037469105194,3.183620848649383,0.652501843934062,137.0,194.1511404913275,163.75143704230777,187.75143704230777
C1_to_C3,10,C1,C3,-9.756087457361136,-19.935098084267253,3.2929343530950916,0.3041354856126249,137.0,196.0186954625297,164.99667447950216,188.0
C1_to_C3,11,C1,C3,-9.534065441761554,-19.81849549101223,3.2888236792428245,0.022760718254748378,137.0,197.88625043373193,165.95096674268876,188.95096674268876
C1_to_C3,12,C1,C3,-9.328273644409812,-19.59093630546998,3.3039592909971987,0.08585494139691902,138.0,199.33959184256105,166.90428498347254,189.90428498347254
C1_to_C3,13,C1,C3,-9.079740510632176,-19.435087966173654,3.3139653128208124,0.08978338398988614,138.85358169789973,200.85358169789973,167.0,191.2128341108782
C1_to_C3,14,C1,C3,-8.841427650378435,-19.286581753494147,3.3197418233875737,0.18080319173765808,139.46703570108892,202.46703570108892,167.396707902667,192.396707902667
C1_to_C3,15,C1,C3,-8.624223709007463,-19.04589812137276,3.340081836858019,0.18109970245463655,140.78759648546463,203.78759648546463,168.0,193.49501171925323
C1_to_C3,16,C1,C3,-8.378564116550802,-18.844201860537865,3.3588753431875205,0.08984218437990095,142.10815726984038,205.10815726984038,168.0,194.8432073046273
C1_to_C3,17,C1,C3,-8.172486273075737,-18.58799011592619,3.3795484167216046,0.1264543617933358,143.4287180542161,206.4287180542161,168.84244906264522,195.84244906264522
C1_to_C3,18,C1,C3,-7.938281846187896,-18.37034244940692,3.398675437532205,0.0725422429891035,144.74927883859183,207.74927883859183,169.08866052224246,197.08866052224246
C1_to_C3,19,C1,C3,-7.735328254776556,-18.109585443323923,3.419280675084252,0.11968094300930165,146.06983962296755,209.06983962296755,170.0,198.05936693600333
C1_to_C3,20,C1,C3,-7.5029693561041295,-17.88917476372592,3.438268129036345,0.07214206637795421,147.3904004073433,210.3904004073433,170.28819022262346,199.28819022262346
C1_to_C3,21,C1,C3,-7.290499163557748,-17.641272065216228,3.4581580395976914,0.08900864970866582,148.710961191719,211.710961191719,171.0,200.3415445443784
C1_to_C3,22,C1,C3,-7.067410997279862,-17.40787368162131,3.4773859949010557,0.07181354799174659,150.03152197609475,213.03152197609475,171.48771992300445,201.48771992300445
C1_to_C3,23,C1,C3,-6.866205406916486,-17.144216308739104,3.4976217003334966,0.125486844161931,151.3520827604705,214.3520827604705,172.44103816378822,202.44103816378822
C1_to_C3,24,C1,C3,-6.664952176649854,-16.88051089207177,3.517727809694236,0.1792210572735428,152.6726435448462,215.6726435448462,173.394356404572,203.394356404572
C1_to_C3,25,C1,C3,-6.447244418581459,-16.639339171641126,3.5368868926313723,0.1800568971091151,153.99320432922195,216.99320432922195,174.0,204.4916861987554
C1_to_C3,26,C1,C3,-6.228920895956965,-16.398898532464642,3.5558989223397077,0.1791197807041289,155.31376511359767,218.31376511359767,174.59388610495301,205.59388610495301
C1_to_C3,27,C1,C3,-6.001673028114821,-16.170637839929,3.574343277817519,0.14957596617680732,156.6343258979734,219.6343258979734,175.0,206.77386380713045
C1_to_C3,28,C1,C3,-5.792645955732719,-15.917155817564634,3.5935928729551563,0.17909046017070365,157.95488668234916,220.95488668234916,175.793415805334,207.793415805334
C1_to_C3,29,C1,C3,-5.673646949896006,-15.675393017255487,3.539705679957507,0.1224721338913662,159.56834068553832,221.56834068553832,176.74673404611778,208.74673404611778
C1_to_C3,30,C1,C3,-5.439034027661213,-15.457032177646397,3.5574033892984573,0.06963177967894456,160.88890146991406,222.88890146991406,177.0,209.99002343850648
C1_to_C3,31,C1,C3,-5.237084380014002,-15.193483680827754,3.576675701776594,0.12255735691068825,162.2094622542898,224.2094622542898,177.94626374649877,210.94626374649877
C1_to_C3,32,C1,C3,-5.097349447742313,-14.946111255217644,3.540804741749298,0.09371049457994808,163.74956576965099,225.0,178.89958198728257,211.89958198728257
C1_to_C3,33,C1,C3,-4.916353558720633,-14.6875975592327,3.5414644026453743,0.12011027390851108,165.1434770418547,226.1434770418547,179.85290022806635,212.85290022806635
C1_to_C3,34,C1,C3,-4.681191319323646,-14.469615282482806,3.558658136175893,0.06621286885309767,166.46403782623045,227.46403782623045,180.09911168766357,214.09911168766357
C1_to_C3,35,C1,C3,-4.4793927554976,-14.205436829396888,3.5774717465578476,0.12038840072642736,167.78459861060617,228.78459861060617,181.05242992844734,215.05242992844734
C1_to_C3,36,C1,C3,-4.360280898992543,-13.963575490388067,3.5227255204872847,0.06395232078377848,169.39805261379536,229.39805261379536,182.0057481692311,216.0057481692311
C1_to_C3,37,C1,C3,-4.15841323741437,-13.699314902942092,3.541299751006619,0.11822348216346068,170.71861339817107,230.71861339817107,182.95906641001488,216.95906641001488
C1_to_C3,38,C1,C3,-3.9230362026464043,-13.481253457647128,3.5580056262472226,0.06434581397922191,172.03917418254682,232.03917418254682,183.2052778696121,218.2052778696121
C1_to_C3,39,C1,C3,-3.763193060612287,-13.22832724492126,3.5389757338094796,0.06236881493719592,173.5087420690817,233.0,184.1585961103959,219.1585961103959
C1_to_C3,40,C1,C3,-3.5965820604609418,-12.982310003175712,3.520829977843249,0.0452307991525151,174.97318897011172,233.97318897011172,185.0,220.1582707932625
C1_to_C3,41,C1,C3,-3.3663536063693957,-12.756881813759136,3.537434735407146,0.008493306005255486,176.29374975448746,235.29374975448746,185.3581258107769,221.3581258107769
C1_to_C3,42,C1,C3,-3.236273948415028,-12.512002172537507,3.4915823141568865,0.03326110445080911,177.86876629556906,236.0,186.31144405156067,222.31144405156067
C1_to_C3,43,C1,C3,-3.032484255395576,-12.267832505717081,3.499136409207381,0.033880326515065076,179.2277645420524,237.2277645420524,187.0,223.3744304246385
C1_to_C3,44,C1,C3,-2.873694510006004,-12.049871632115156,3.4587347371381156,0.13305988872457192,180.7754491132273,238.0,187.51097375194166,224.51097375194166
C1_to_C3,45,C1,C3,-2.709096709221452,-11.795564203875074,3.443055176939623,0.12872443702664146,182.22879052205639,239.0,188.46429199272546,225.46429199272546
C1_to_C3,46,C1,C3,-2.551097457848662,-11.57591110111565,3.402748212617098,0.22362715668817226,183.77523333280647,239.77523333280647,189.0,226.59059005601455
C1_to_C3,47,C1,C3,-2.346344132423055,-11.33339191779325,3.409432790119382,0.22844611095105236,185.13547333971462,241.0,189.66382169310646,227.66382169310646
C1_to_C3,48,C1,C3,-2.1866233374460036,-11.129048574516048,3.36140430200939,0.36431034905417725,186.7092481203714,241.7092481203714,190.0,228.87276766438958
C1_to_C3,49,C1,C3,-1.9799731860327272,-10.870256092861837,3.378379722265521,0.32346763527458683,188.0298089047471,243.0298089047471,190.86335139348745,229.86335139348745
C1_to_C3,50,C1,C3,-1.818739621907315,-10.616805337905362,3.3589944927828412,0.32366437171396945,189.495497566202,244.0,191.81666963427122,230.81666963427122
C1_to_C3,51,C1,C3,-1.624755566420036,-10.41021596029421,3.3368117966902275,0.43347035792911426,190.96382369231205,244.96382369231205,192.06288109386847,232.06288109386847
C1_to_C3,52,C1,C3,-1.4222309396646324,-10.145375659784378,3.3536926837509498,0.3787043922294216,192.28438447668776,246.28438447668776,193.01619933465224,233.01619933465224
C1_to_C3,53,C1,C3,-1.219661288265191,-9.88049110247124,3.3704411980737063,0.3238771355700332,193.6049452610635,247.6049452610635,193.96951757543602,233.96951757543602
C1_to_C3,54,C1,C3,-1.0668284680262212,-9.685279611072218,3.311361851751144,0.4886273176238313,195.2183992642527,248.2183992642527,194.21572903503323,235.21572903503323
C1_to_C3,55,C1,C3,-0.8561656484151827,-9.43151040104263,3.3274006576399984,0.45975916739846345,196.53896004862844,249.53896004862844,195.0,236.23906895014267
